country,quarter,GaR
mexico,2016Q4,-0.007667906881282965
mexico,2017Q1,0.0009579224451075619
mexico,2017Q2,-0.0010446430317002653
mexico,2017Q3,0.005583689411110426
mexico,2017Q4,-0.00046476353723182845
mexico,2018Q1,-0.022810204115683803
mexico,2018Q2,-0.012942848883672378
mexico,2018Q3,0.002013553377924214
mexico,2018Q4,-0.04361868801683257
mexico,2019Q1,-0.014150737449208493
mexico,2019Q2,-0.026776678499379508
mexico,2019Q3,-0.026008883959300687
mexico,2019Q4,-0.024566896145133424
mexico,2020Q1,-0.212867507525289
mexico,2020Q2,-0.13625579401976057
mexico,2020Q3,-0.06673841233374861
mexico,2020Q4,-0.041090271454443786
mexico,2021Q1,-0.03140752480568059
mexico,2021Q2,0.06355184718979731
mexico,2021Q3,-0.011540418589506333
mexico,2021Q4,-0.010077295001242298
mexico,2022Q1,-0.01972605043440594
mexico,2022Q2,-0.043633066214673805
mexico,2022Q3,-0.04843320255597591
mexico,2022Q4,-0.017352620923431823
mexico,2023Q1,-0.010635946804351641
mexico,2023Q2,-0.0038670251073246106
mexico,2023Q3,-0.01453347653879063
mexico,2023Q4,-0.0007834507030269472
mexico,2024Q1,-0.003930760023844834
mexico,2024Q2,-0.020908139419594778
mexico,2024Q3,-0.023281622532191255
mexico,2024Q4,-0.025079335930980044
mexico,2025Q1,-0.02360466811743131
mexico,2025Q2,-0.013666014471620441
mexico,2025Q3,-0.013061442330373603
mexico,2025Q4,-0.005329338481176657
pakistan,2016Q3,0.023797492263528477
pakistan,2016Q4,0.02162294299317186
pakistan,2017Q1,0.03207224210635794
pakistan,2017Q2,0.00490788488945278
pakistan,2017Q3,0.04262562155679547
pakistan,2017Q4,0.010701144512023763
pakistan,2018Q1,-0.002856746374405944
pakistan,2018Q2,0.010468129670341404
pakistan,2018Q3,0.02370999501249293
pakistan,2018Q4,-0.052822247997760155
pakistan,2019Q1,0.004842934362188155
pakistan,2019Q2,-0.000759622159920037
pakistan,2019Q3,0.006151741497627015
pakistan,2019Q4,0.015811939644919986
pakistan,2020Q1,-0.12179758736864486
pakistan,2020Q2,-0.08519400488436961
pakistan,2020Q3,-0.024832007949801716
pakistan,2020Q4,-0.0067074490693236725
pakistan,2021Q1,-0.00359630739418558
pakistan,2021Q2,0.04660942422822359
pakistan,2021Q3,-0.002697953597863116
pakistan,2021Q4,-0.003286382711064243
pakistan,2022Q1,0.003595926560135139
pakistan,2022Q2,-0.02841891403780862
pakistan,2022Q3,-0.07397727912698536
pakistan,2022Q4,-0.012507323115301634
pakistan,2023Q1,-0.030228528393449205
pakistan,2023Q2,-0.044151503475272025
pakistan,2023Q3,-0.010099974543929656
pakistan,2023Q4,0.006217977807063242
pakistan,2024Q1,0.0029024105925555058
pakistan,2024Q2,0.00938515187978076
pakistan,2024Q3,0.003962290243811246
pakistan,2024Q4,0.008348105187929594
pakistan,2025Q1,-0.003448998827851737
pakistan,2025Q2,0.033228344234240134
pakistan,2025Q3,0.020524940150374493
pakistan,2025Q4,0.024522969795673404
pakistan,2026Q1,-0.020265661788154712
peru,2009Q3,-0.02396275473506783
peru,2009Q4,-0.009362494276098888
peru,2010Q1,0.009357544239528452
peru,2010Q2,-0.02912635203794223
peru,2010Q3,0.0023635381283411867
peru,2010Q4,0.01258487560789499
peru,2011Q1,0.005430810332271826
peru,2011Q2,0.0034216197741766437
peru,2011Q3,-0.06667164714782196
peru,2011Q4,-0.009040614398250464
peru,2012Q1,0.013347577565735815
peru,2012Q2,0.01113978466022941
peru,2012Q3,0.013898522838377139
peru,2012Q4,0.01024957989513504
peru,2013Q1,0.010770320225790744
peru,2013Q2,-0.052918718822710306
peru,2013Q3,-0.004600583214715077
peru,2013Q4,0.019159619236218516
peru,2014Q1,0.01881709201789655
peru,2014Q2,0.01998073030806297
peru,2014Q3,-0.000887568789006709
peru,2014Q4,-0.0053117774919057975
peru,2015Q1,0.0060688162923872475
peru,2015Q2,0.004562758767295543
peru,2015Q3,-0.014327352103339974
peru,2015Q4,0.007903390536500157
peru,2016Q1,0.017746660196407218
peru,2016Q2,0.01573545689909867
peru,2016Q3,0.019300125997064873
peru,2016Q4,0.012511015809040942
peru,2017Q1,0.0020412324957568145
peru,2017Q2,0.02469604654492324
peru,2017Q3,0.01628484139543594
peru,2017Q4,0.01792718601039855
peru,2018Q1,-0.00999182850360159
peru,2018Q2,0.007251978610401399
peru,2018Q3,0.010902404461148634
peru,2018Q4,-0.008701890345554722
peru,2019Q1,0.014805867558876137
peru,2019Q2,0.011824899828406312
peru,2019Q3,0.005945512375856988
peru,2019Q4,0.018711991052393833
peru,2020Q1,-0.15413793918465032
peru,2020Q2,-0.10278255239558369
peru,2020Q3,-0.04232280646409457
peru,2020Q4,-0.019081775633822316
peru,2021Q1,0.004360057709436638
peru,2021Q2,0.06273294080809755
peru,2021Q3,-0.00017708542960802667
peru,2021Q4,0.0077457301148978475
peru,2022Q1,-0.017407338781705382
peru,2022Q2,-0.04509406299074578
peru,2022Q3,-0.047830399020133
peru,2022Q4,-0.007080555988626069
peru,2023Q1,-0.00922148655039082
peru,2023Q2,0.0023072427678941312
peru,2023Q3,-0.009302980569570749
peru,2023Q4,0.008077839192808033
peru,2024Q1,0.005495531915447136
peru,2024Q2,0.007739305143561876
peru,2024Q3,0.0049477534990137705
peru,2024Q4,0.0022366255670595615
peru,2025Q1,-0.009181193499800105
peru,2025Q2,0.01240791526425283
peru,2025Q3,0.017659000430430467
peru,2025Q4,0.017336941736920377
peru,2026Q1,-0.027409510530815178
philippines,2000Q3,-0.0018272890396217496
philippines,2000Q4,-0.03371710397145676
philippines,2001Q1,-0.01929620533267066
philippines,2001Q2,0.009648913668455297
philippines,2001Q3,-0.027107203247633587
philippines,2001Q4,0.000550413442053168
philippines,2002Q1,0.018186509201507717
philippines,2002Q2,-0.009233610957282595
philippines,2002Q3,-0.05693889082365186
philippines,2002Q4,-0.031397239066541474
philippines,2003Q1,-0.03576973220441648
philippines,2003Q2,0.008734538864043458
philippines,2003Q3,0.0054861605035618904
philippines,2003Q4,0.022680709233670004
philippines,2004Q1,0.030083166179642424
philippines,2004Q2,0.046573476976992836
philippines,2004Q3,0.04328104392696218
philippines,2004Q4,0.0433851115951942
philippines,2005Q1,0.03947447570482131
philippines,2005Q2,0.03761000615144877
philippines,2005Q3,0.03328101157749125
philippines,2005Q4,0.03243407276924591
philippines,2006Q1,0.0310046401520163
philippines,2006Q2,0.02243630915464313
philippines,2006Q3,0.037591840753935124
philippines,2006Q4,0.0457006335996029
philippines,2007Q1,0.02280785161935057
philippines,2007Q2,0.017428707760432236
philippines,2007Q3,0.020362722688645373
philippines,2007Q4,-0.02437738977271294
philippines,2008Q1,-0.033836884870609096
philippines,2008Q2,-0.024760910036809726
philippines,2008Q3,-0.05557190129318072
philippines,2008Q4,-0.04064936339349569
philippines,2009Q1,-0.05988479494476211
philippines,2009Q2,-0.010402104939738022
philippines,2009Q3,-0.01996808356786988
philippines,2009Q4,-0.01645225457499553
philippines,2010Q1,0.01973373849268906
philippines,2010Q2,-0.014058958824146057
philippines,2010Q3,0.011945364181239315
philippines,2010Q4,0.030124233685019004
philippines,2011Q1,0.020325862509212266
philippines,2011Q2,0.023541171708492927
philippines,2011Q3,-0.058220753866723596
philippines,2011Q4,0.006854018518147938
philippines,2012Q1,0.02816160748505708
philippines,2012Q2,0.005033105640581171
philippines,2012Q3,0.038446324512775146
philippines,2012Q4,0.03679222805094047
philippines,2013Q1,0.04084999123387928
philippines,2013Q2,-0.0015534755487788716
philippines,2013Q3,0.02543444826812954
philippines,2013Q4,0.03909213799191685
philippines,2014Q1,0.03617056405768908
philippines,2014Q2,0.04750988593562534
philippines,2014Q3,0.030911881995155436
philippines,2014Q4,0.003517220395482211
philippines,2015Q1,0.027422930642513787
philippines,2015Q2,0.025298204356043724
philippines,2015Q3,-0.008496434817562225
philippines,2015Q4,0.024934339697400675
philippines,2016Q1,0.022390013560388746
philippines,2016Q2,0.027524968800599934
philippines,2016Q3,0.025395108548394937
philippines,2016Q4,0.016730552119245092
philippines,2017Q1,0.037601775897630196
philippines,2017Q2,0.04740229301920704
philippines,2017Q3,0.05576512462307255
philippines,2017Q4,0.048352126968729106
philippines,2018Q1,0.019758277841974564
philippines,2018Q2,0.024684352394640296
philippines,2018Q3,0.024546492461491345
philippines,2018Q4,-0.00543865866352305
philippines,2019Q1,0.03317412698195628
philippines,2019Q2,0.026131404438249278
philippines,2019Q3,0.01825799484338109
philippines,2019Q4,0.028949108774922943
philippines,2020Q1,-0.16337421627642193
philippines,2020Q2,-0.09855564029810474
philippines,2020Q3,-0.063371464311109
philippines,2020Q4,-0.03338517848233613
philippines,2021Q1,-0.01725797460794492
philippines,2021Q2,0.04259200340782977
philippines,2021Q3,-0.0003362898281608073
philippines,2021Q4,0.018632938348569054
philippines,2022Q1,0.018594149668544144
philippines,2022Q2,-0.011097032890289907
philippines,2022Q3,-0.008443989763982801
philippines,2022Q4,0.021807885442046784
philippines,2023Q1,0.017459582124268774
philippines,2023Q2,0.025192389708548864
philippines,2023Q3,0.01973618472517437
philippines,2023Q4,0.025752644956282125
philippines,2024Q1,0.03515068469384673
philippines,2024Q2,0.022579238042022585
philippines,2024Q3,0.024841438572852193
philippines,2024Q4,0.015609520095298469
philippines,2025Q1,0.010538494041097211
philippines,2025Q2,0.011335314224291279
philippines,2025Q3,0.013741529325830882
philippines,2025Q4,0.024606369133175553
philippines,2026Q1,-0.01870942593393203
poland,2000Q1,0.0011633516108092087
poland,2000Q2,0.011238346041940777
poland,2000Q3,-0.005162476868843463
poland,2000Q4,-0.02597969268372914
poland,2001Q1,-0.07409693693146094
poland,2001Q2,-0.04169226186208069
poland,2001Q3,-0.06931268806687557
poland,2001Q4,-0.03704227470058437
poland,2002Q1,-0.009908602402580622
poland,2002Q2,-0.034996167968145836
poland,2002Q3,-0.06024102578666147
poland,2002Q4,-0.02702430640621034
poland,2003Q1,-0.035595926527387314
poland,2003Q2,0.0010828672516550453
poland,2003Q3,-0.00495771623222698
poland,2003Q4,0.014786030209768063
poland,2004Q1,0.027430467056281257
poland,2004Q2,0.02722946861286641
poland,2004Q3,0.023848893504059193
poland,2004Q4,0.02224562817443572
poland,2005Q1,0.014121019960564127
poland,2005Q2,0.015244693720269181
poland,2005Q3,0.02263883044840556
poland,2005Q4,0.026452498553921115
poland,2006Q1,0.033868051953382536
poland,2006Q2,0.029033436723555156
poland,2006Q3,0.04516487214979455
poland,2006Q4,0.03045376835525293
poland,2007Q1,0.040484485626991785
poland,2007Q2,0.03072025309388355
poland,2007Q3,0.0242450225489705
poland,2007Q4,0.027434756123733917
poland,2008Q1,-0.00742503974505376
poland,2008Q2,-0.0052027192505153235
poland,2008Q3,-0.05350770687284285
poland,2008Q4,-0.069225637617296
poland,2009Q1,-0.0865976399435293
poland,2009Q2,-0.02724338386124667
poland,2009Q3,-0.01504744025333709
poland,2009Q4,0.004348478366182955
poland,2010Q1,-0.00048229638795394686
poland,2010Q2,-0.027861266883678973
poland,2010Q3,0.00025898931389944577
poland,2010Q4,0.006541455290805281
poland,2011Q1,0.020478347875523967
poland,2011Q2,0.01730221727176054
poland,2011Q3,-0.08373667196762023
poland,2011Q4,-0.004389707968918332
poland,2012Q1,0.011139271127293786
poland,2012Q2,0.0013098664411878153
poland,2012Q3,0.000829955252010444
poland,2012Q4,-0.010405490141753054
poland,2013Q1,-0.005584106360942077
poland,2013Q2,-0.023558334360019542
poland,2013Q3,-0.004325123316624402
poland,2013Q4,0.01093597949610263
poland,2014Q1,0.018132201354597338
poland,2014Q2,0.02451439770304277
poland,2014Q3,0.015421574797297055
poland,2014Q4,0.01330814686795552
poland,2015Q1,0.02360176356393902
poland,2015Q2,0.010955987793985461
poland,2015Q3,0.0027004075363197336
poland,2015Q4,0.008663109872310532
poland,2016Q1,0.009298997835965283
poland,2016Q2,0.0016341288266165446
poland,2016Q3,0.008728769426843787
poland,2016Q4,0.012731476868962192
poland,2017Q1,0.03391874105770808
poland,2017Q2,0.03405619146679055
poland,2017Q3,0.0445021305966776
poland,2017Q4,0.037711440761152154
poland,2018Q1,0.01679794953977372
poland,2018Q2,0.029559758517542584
poland,2018Q3,0.0403017233822463
poland,2018Q4,0.00993272109929122
poland,2019Q1,0.032668668251145734
poland,2019Q2,0.022450731466007928
poland,2019Q3,0.01462204477560753
poland,2019Q4,0.021882646893621016
poland,2020Q1,-0.10737930116894605
poland,2020Q2,-0.0858287795835152
poland,2020Q3,-0.043902641822829706
poland,2020Q4,-0.036130473408820994
poland,2021Q1,-0.02336746533791025
poland,2021Q2,0.06113607764950872
poland,2021Q3,0.02084869810758598
poland,2021Q4,0.03654798563536338
poland,2022Q1,0.0016691912029957387
poland,2022Q2,-0.024375412787627376
poland,2022Q3,-0.02713494493277408
poland,2022Q4,-0.01788343824042828
poland,2023Q1,-0.044977033913255256
poland,2023Q2,-0.03511906459791274
poland,2023Q3,-0.05885612273283522
poland,2023Q4,0.001936721613300569
poland,2024Q1,0.008801582582743134
poland,2024Q2,0.01509263078427829
poland,2024Q3,0.005029483206815153
poland,2024Q4,0.013736609329164422
poland,2025Q1,0.0017284323019895707
poland,2025Q2,0.008260041402779687
poland,2025Q3,0.01916990664305597
poland,2025Q4,0.022092792074230858
poland,2026Q1,-0.025559348915835497
southafrica,2000Q1,-0.01707776801964768
southafrica,2000Q2,-0.0016549679569871842
southafrica,2000Q3,-0.001098761390856011
southafrica,2000Q4,-0.019624830393902545
southafrica,2001Q1,-0.025528830047733257
southafrica,2001Q2,-0.0016847706914454516
southafrica,2001Q3,-0.04632944372124608
southafrica,2001Q4,-0.09205278298955977
southafrica,2002Q1,-0.002882360785860596
southafrica,2002Q2,-0.023425641666703977
southafrica,2002Q3,-0.049191077038445115
southafrica,2002Q4,-0.03340495973503953
southafrica,2003Q1,-0.06136557581719021
southafrica,2003Q2,-0.022276708028765326
southafrica,2003Q3,-0.027352832585778617
southafrica,2003Q4,-0.027019583309663794
southafrica,2004Q1,-0.006247429734115649
southafrica,2004Q2,0.006328815382482887
southafrica,2004Q3,0.01791443207032402
southafrica,2004Q4,0.02188568121621043
southafrica,2005Q1,0.01838517959023444
southafrica,2005Q2,0.016606678715414817
southafrica,2005Q3,0.02749370737433269
southafrica,2005Q4,0.021311883240888334
southafrica,2006Q1,0.030947724619273136
southafrica,2006Q2,0.014226947832699698
southafrica,2006Q3,0.016099331537071375
southafrica,2006Q4,0.03327439082713062
southafrica,2007Q1,0.024225898360817323
southafrica,2007Q2,0.017729351640397593
southafrica,2007Q3,0.011614345641170108
southafrica,2007Q4,-0.0030618415161370767
southafrica,2008Q1,-0.02069018005113167
southafrica,2008Q2,-0.027533916836237717
southafrica,2008Q3,-0.08438140095573636
southafrica,2008Q4,-0.07197927897526243
southafrica,2009Q1,-0.09438538652492234
southafrica,2009Q2,-0.061256550388318565
southafrica,2009Q3,-0.06213979777358364
southafrica,2009Q4,-0.03591767094422188
southafrica,2010Q1,-0.016950077700454872
southafrica,2010Q2,-0.0470202967052622
southafrica,2010Q3,-0.016610472881503805
southafrica,2010Q4,0.0005484876319633916
southafrica,2011Q1,-0.0011804896761637498
southafrica,2011Q2,0.0016794435551396522
southafrica,2011Q3,-0.07741465887819934
southafrica,2011Q4,-0.018559300524912486
southafrica,2012Q1,0.0035320404740008735
southafrica,2012Q2,0.0014508105196270396
southafrica,2012Q3,0.003459145409288024
southafrica,2012Q4,-0.0019144821424991049
southafrica,2013Q1,0.008862423136055501
southafrica,2013Q2,-0.02174855220832099
southafrica,2013Q3,-0.0009684547120065098
southafrica,2013Q4,0.009009669017608572
southafrica,2014Q1,0.002206415334158676
southafrica,2014Q2,0.007371166225155983
southafrica,2014Q3,-0.010436097049924927
southafrica,2014Q4,-0.010611929846873085
southafrica,2015Q1,0.0023902383057472706
southafrica,2015Q2,-0.010076834341527598
southafrica,2015Q3,-0.03879283649160727
southafrica,2015Q4,-0.05354173288361426
southafrica,2016Q1,-0.008261677222646324
southafrica,2016Q2,-0.007690222758528639
southafrica,2016Q3,-0.007374519854726716
southafrica,2016Q4,-0.011393504883536878
southafrica,2017Q1,-0.011307691819638373
southafrica,2017Q2,0.0018694450108517682
southafrica,2017Q3,0.010276815699860727
southafrica,2017Q4,-0.017206160493361974
southafrica,2018Q1,-0.0230090160062902
southafrica,2018Q2,-0.026622249440455544
southafrica,2018Q3,-0.013509771697644082
southafrica,2018Q4,-0.031227948073599486
southafrica,2019Q1,-0.007766109964377186
southafrica,2019Q2,-0.00684453744739608
southafrica,2019Q3,-0.01915141270617482
southafrica,2019Q4,-0.012067807327524532
southafrica,2020Q1,-0.162498671146874
southafrica,2020Q2,-0.15021851923420879
southafrica,2020Q3,-0.06849667911115506
southafrica,2020Q4,-0.043105708385350563
southafrica,2021Q1,-0.034526963841698906
southafrica,2021Q2,0.07983471917141774
southafrica,2021Q3,-0.018160911057988317
southafrica,2021Q4,-0.010730250949611688
southafrica,2022Q1,-0.014589292009814465
southafrica,2022Q2,-0.052354402062097495
southafrica,2022Q3,-0.045042154880537325
southafrica,2022Q4,-0.023266729304227293
southafrica,2023Q1,-0.019773774966517162
southafrica,2023Q2,-0.003088091613884583
southafrica,2023Q3,-0.020823285075140537
southafrica,2023Q4,0.00016112204736298125
southafrica,2024Q1,-0.004034652275378952
southafrica,2024Q2,-0.014648637956188544
southafrica,2024Q3,-0.009375159753283489
southafrica,2024Q4,-0.011280260106554797
southafrica,2025Q1,-0.021122591164736484
southafrica,2025Q2,-0.004939248567666001
southafrica,2025Q3,-0.0018063690897564613
southafrica,2025Q4,0.00184305386937917
southafrica,2026Q1,-0.05376720965241958
southkorea,2000Q4,-0.016480885469359604
southkorea,2001Q1,-0.015015884406934195
southkorea,2001Q2,0.011653126414871016
southkorea,2001Q3,-0.026012270337483403
southkorea,2001Q4,0.006518838180200041
southkorea,2002Q1,0.028885882220480986
southkorea,2002Q2,0.002597210571252803
southkorea,2002Q3,-0.03834561327969069
southkorea,2002Q4,-0.002938587741386089
southkorea,2003Q1,-0.02518042001749503
southkorea,2003Q2,0.001678440002868587
southkorea,2003Q3,-0.0048566965613066546
southkorea,2003Q4,0.013026106215460943
southkorea,2004Q1,0.020857138404866193
southkorea,2004Q2,0.023263066968148425
southkorea,2004Q3,0.030195525657500968
southkorea,2004Q4,0.016939997771792992
southkorea,2005Q1,0.003684758131698473
southkorea,2005Q2,0.01753732124510653
southkorea,2005Q3,0.018176502908095474
southkorea,2005Q4,0.02444616843855191
southkorea,2006Q1,0.023289055855691385
southkorea,2006Q2,0.011411577153193832
southkorea,2006Q3,0.03179331718656754
southkorea,2006Q4,0.034495690290239855
southkorea,2007Q1,0.026881580267058117
southkorea,2007Q2,0.028213380644939254
southkorea,2007Q3,0.020143644864913983
southkorea,2007Q4,-0.0005209923869169426
southkorea,2008Q1,-0.04852904451758197
southkorea,2008Q2,-0.02917581027008005
southkorea,2008Q3,-0.09828536714079436
southkorea,2008Q4,-0.09172322596725255
southkorea,2009Q1,-0.08377173685009709
southkorea,2009Q2,-0.03179722521491543
southkorea,2009Q3,-0.021890261394664923
southkorea,2009Q4,-0.0015285766255183995
southkorea,2010Q1,0.011117949146804283
southkorea,2010Q2,-0.010483655688544216
southkorea,2010Q3,-0.02531912621650444
southkorea,2010Q4,0.01899664772176402
southkorea,2011Q1,0.011890474389692759
southkorea,2011Q2,0.008809584689338701
southkorea,2011Q3,-0.06456518187597567
southkorea,2011Q4,-0.013428405741607884
southkorea,2012Q1,0.007063212016626455
southkorea,2012Q2,-0.0016437444688318422
southkorea,2012Q3,0.01481591489890997
southkorea,2012Q4,0.006289353831039277
southkorea,2013Q1,0.02011115211678254
southkorea,2013Q2,0.006026975175128325
southkorea,2013Q3,0.020131576811521657
southkorea,2013Q4,0.025309017226793996
southkorea,2014Q1,0.026940095408475705
southkorea,2014Q2,0.02968294722863234
southkorea,2014Q3,0.019686816909293862
southkorea,2014Q4,0.011014127192008259
southkorea,2015Q1,0.022524850745167007
southkorea,2015Q2,0.012861876719354823
southkorea,2015Q3,0.0002924474642069328
southkorea,2015Q4,0.016023378901957805
southkorea,2016Q1,0.024140302798286568
southkorea,2016Q2,0.020767830549433697
southkorea,2016Q3,0.019195200086149784
southkorea,2016Q4,0.021654478173006975
southkorea,2017Q1,0.02944886515767293
southkorea,2017Q2,0.02984011665192007
southkorea,2017Q3,0.033356090674261055
southkorea,2017Q4,0.02651961803288117
southkorea,2018Q1,0.008082839339051035
southkorea,2018Q2,0.016717814187656103
southkorea,2018Q3,0.024408444213328117
southkorea,2018Q4,-0.0025552906756201935
southkorea,2019Q1,0.010742079105393725
southkorea,2019Q2,0.009601587274073483
southkorea,2019Q3,-0.0009956520599349906
southkorea,2019Q4,0.014508059226998597
southkorea,2020Q1,-0.10918867058364704
southkorea,2020Q2,-0.034254654099399956
southkorea,2020Q3,-0.017809134970459148
southkorea,2020Q4,-0.00925300561482565
southkorea,2021Q1,0.008741579886927177
southkorea,2021Q2,0.02747360913089456
southkorea,2021Q3,-0.0026554399582235256
southkorea,2021Q4,0.010161989419393265
southkorea,2022Q1,-0.014463937156276502
southkorea,2022Q2,-0.040934796526366876
southkorea,2022Q3,-0.06277075991840124
southkorea,2022Q4,-0.018985034478599797
southkorea,2023Q1,-0.01570211238803477
southkorea,2023Q2,-0.006385282717775907
southkorea,2023Q3,0.0012339574815676043
southkorea,2023Q4,0.018204064728619313
southkorea,2024Q1,0.023255789204388925
southkorea,2024Q2,0.01029741373567311
southkorea,2024Q3,0.0007844460667065269
southkorea,2024Q4,-0.011585368579670581
southkorea,2025Q1,-0.022353192664166615
southkorea,2025Q2,0.008368621906512837
southkorea,2025Q3,0.011912524447756732
southkorea,2025Q4,0.00928137566892657
southkorea,2026Q1,-0.06114616015508095
turkey,2010Q1,0.0348560083391376
turkey,2010Q2,-0.01845257877906993
turkey,2010Q3,0.02199204367068895
turkey,2010Q4,0.034654214549900114
turkey,2011Q1,0.02670359006546306
turkey,2011Q2,0.024402507323897902
turkey,2011Q3,-0.0532391835333382
turkey,2011Q4,0.01217924363514503
turkey,2012Q1,0.029734093874198116
turkey,2012Q2,0.029341115677143845
turkey,2012Q3,0.032009651961892996
turkey,2012Q4,0.029900021607427742
turkey,2013Q1,0.05411404757978894
turkey,2013Q2,0.02579614185645095
turkey,2013Q3,0.031148631425900544
turkey,2013Q4,0.031110558018945324
turkey,2014Q1,0.04008629729225319
turkey,2014Q2,0.03920957187066976
turkey,2014Q3,0.02541893537260111
turkey,2014Q4,0.021489578694349577
turkey,2015Q1,0.026504652503675095
turkey,2015Q2,0.027239401100708358
turkey,2015Q3,-0.0010941696528571354
turkey,2015Q4,0.027005940888209398
turkey,2016Q1,0.03347809058526689
turkey,2016Q2,0.02604667504317044
turkey,2016Q3,0.023267900929696782
turkey,2016Q4,0.025717073596185355
turkey,2017Q1,0.04222510362424231
turkey,2017Q2,0.05501006062345294
turkey,2017Q3,0.07447000143203518
turkey,2017Q4,0.05597200779588701
turkey,2018Q1,0.0307808124390872
turkey,2018Q2,0.020640648647451486
turkey,2018Q3,0.013728733555749668
turkey,2018Q4,-0.019144268008082645
turkey,2019Q1,0.0032200873765470296
turkey,2019Q2,0.017030080086154732
turkey,2019Q3,0.01845900606873126
turkey,2019Q4,0.0410868947976835
turkey,2020Q1,-0.08894217121954169
turkey,2020Q2,-0.04626195221558768
turkey,2020Q3,-0.0057064192069992015
turkey,2020Q4,0.014182660669039445
turkey,2021Q1,0.011066528633792979
turkey,2021Q2,0.07718611883030875
turkey,2021Q3,0.021929673818849835
turkey,2021Q4,-0.011766674204663225
turkey,2022Q1,0.01627362198568652
turkey,2022Q2,-0.016122649981675796
turkey,2022Q3,-0.015532111682498535
turkey,2022Q4,-0.0077692249016761104
turkey,2023Q1,-0.007295034742898374
turkey,2023Q2,0.019926280673896762
turkey,2023Q3,0.024462753524693574
turkey,2023Q4,0.03390686147169204
turkey,2024Q1,0.04217481578395406
turkey,2024Q2,0.01580214295459489
turkey,2024Q3,0.006851857935877406
turkey,2024Q4,0.008662854558478664
turkey,2025Q1,-0.023680232090915052
turkey,2025Q2,-0.00021652754377335902
turkey,2025Q3,0.008741177475425039
turkey,2025Q4,0.017426225191538726
turkey,2026Q1,-0.034134781890823584
russia,2013Q2,0.03173642363183686
russia,2013Q3,0.03276957028386554
russia,2013Q4,0.045721822366623616
russia,2014Q1,0.051571756558190004
russia,2014Q2,0.050028624482710754
russia,2014Q3,0.029357620207220953
russia,2014Q4,-0.01667263426163121
russia,2015Q1,-0.00808169567808549
russia,2015Q2,0.024439775380532748
russia,2015Q3,0.010842823648396093
russia,2015Q4,0.021863477351112732
russia,2016Q1,-0.002397112160391523
russia,2016Q2,0.030905519558210588
russia,2016Q3,0.0363770334149362
russia,2016Q4,0.03234775256301731
russia,2017Q1,0.0028142119141668625
russia,2017Q2,0.04294246841908177
russia,2017Q3,0.04533383693473457
russia,2017Q4,0.04388866402936914
russia,2018Q1,-0.003960436914046302
russia,2018Q2,0.037534501530284106
russia,2018Q3,0.04589739469254524
russia,2018Q4,0.011652876513469978
russia,2019Q1,0.009555277154993956
russia,2019Q2,0.0430230941230421
russia,2019Q3,0.03837857188180743
russia,2019Q4,0.04411842369722847
russia,2020Q1,-0.13361613545574313
russia,2020Q2,-0.01530334004835545
russia,2020Q3,0.0148867475056203
russia,2020Q4,0.021985315271297996
russia,2021Q1,-0.003417601623346367
russia,2021Q2,0.04035552346225965
russia,2021Q3,0.016710829317921668
russia,2021Q4,0.03367191547510921
russia,2022Q1,-0.06013355907381359
russia,2022Q2,-0.030050314004989767
russia,2022Q3,-0.03945138718570139
russia,2022Q4,0.015039617536585781
russia,2023Q1,-0.02959092565308495
russia,2023Q2,0.03125163484890388
russia,2023Q3,0.020875391982316964
russia,2023Q4,0.04283143686109718
russia,2024Q1,0.007333872262257988
russia,2024Q2,0.02913890648683489
russia,2024Q3,0.029852821459577128
russia,2024Q4,0.03571494983522149
russia,2025Q1,-0.017156920623632048
russia,2025Q2,0.03430009369930306
russia,2025Q3,0.035843550105932376
russia,2025Q4,0.04960261067666294
